A.12	Finding the roots of a complex number	I was solving practice problems for my upcoming midterm and however I got stuck with this question type. It is asking me to find all roots and then sketch it. $(1+i\sqrt{3})^{1/2}$ How do we proceed?	linear-algebra,complex-numbers,polar-coordinates			یافتن ریشه‌های یک عدد مختلط	در حال حل مسائل تمرینی برای آزمون میان‌ترم آینده‌ام بودم ولی با این نوع سوال گیر کردم. این سوال از من می‌خواهد که تمام ریشه‌ها را پیدا کنم و سپس آن را طراحی کنم. $(1+i\sqrt{3})^{1/2}$ چگونه باید ادامه دهیم؟
A.13	How to simplify expression $\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx \ ?$	How to simplify expression $$\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx \ ?$$ The answer is $bf(b)-af(a)$ but I am wondering how to get the answer.	calculus			چگونه باید عبارت $\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx$ را ساده‌سازی کنیم؟	چگونه باید عبارت $\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx$ را ساده‌سازی کنیم؟ جواب $bf(b)-af(a)$ است اما من علاقه‌مندم چگونه به این جواب برسیم.
A.14	Help solving first-order differential equation	I have first-order differential equation $$y=xy'+ \frac{1}{2}(y')^{2}$$ Maybe, with this someone will find way to solve it $$\frac{1}{2}y'(2x+y')=y$$ I thought I can use $x^2+y=t$ for subtitution and when I derivate, I have $t'=2x+y'\\(t'-2x)t'=2t-2x^2$ which is acctualy the same as previous. I don't have idea how to start..	ordinary-differential-equations			کمک در حل معادله دیفرانسیل درجه اول	یک معادله دیفرانسیل درجه اول به صورت زیر: $$y=xy'+ \frac{1}{2}(y')^{2}$$ دارم شاید با این اطلاعات، کسی بتواند راه‌حلی برای حل آن پیدا کند: $$\frac{1}{2}y'(2x+y')=y$$ فکر کردم ممکن است از $x^2+y=t$ برای جایگذاری استفاده کنم و وقتی مشتق می‌گیرم، دارم$t'=2x+y'\\(t'-2x)t'=2t-2x^2$ که در واقع همان معادله قبلی است. نمی‌دانم از کجا شروع کنم...
A.15	Derive the sum of $\sum_{i=1}^n ix^{i-1}$	For the series $$1 + 2x + 3x^2 + 4x^3 + 5x^4 + ... + nx^{n-1}+... $$ and $x \ne 1, |x| < 1$. I need to find partial sums and finally, the sum $S_n$ of series. Here is what I've tried: We can take a series $S_2 = 1 + x + x^2 + x^3 + x^4 + ...$ so that $\frac{d(S_2)}{dx} = S_1$ (source series). For the $|x| < 1$ the sum of $S_2$ (here is geometric progression): $\frac{1-x^n}{1-x} = \frac{1}{1-x}$ $S_1 = \frac{d(S_2)}{dx} = \frac{d(\frac{1}{1-x})}{dx} = \frac{1}{(1-x)^2}$ But this answer is incorrect. Where is my mistake? Thank you.	sequences-and-series,convergence,summation,power-series			محاسبه سری $\sum_{i=1}^n ix^{i-1}$	برای سری $$1 + 2x + 3x^2 + 4x^3 + 5x^4 + ... + nx^{n-1}+... $$ و $x \ne 1, |x| < 1$. من نیاز دارم به پیدا کردن مجموع جزئی و در نهایت، مجموع $S_n$ از سری. این است که چه کارهایی انجام دادم: می‌توانیم یک سری $S_2 = 1 + x + x^2 + x^3 + x^4 + ...$ بگیریم تا $\frac{d(S_2)}{dx} = S_1$ (سری منبع). برای $|x| < 1$ جمع $S_2$ (اینجا توالی هندسی است): $\frac{1-x^n}{1-x} = \frac{1}{1-x}$ $S_1 = \frac{d(S_2)}{dx} = \frac{d(\frac{1}{1-x})}{dx} = \frac{1}{(1-x)^2}$ اما این پاسخ اشتباه است. اشتباه من کجاست؟ ممنون.
A.16	Finding $ \int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}dx$	Calculate $$\int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}\,dx$$ My try : Let : $$I(a,b)=\int_0^1\frac{\ln(1-ax)\ln(1+bx)}{1+x}\,dx$$ Then compute $\frac{d^2 I(a,b)}{dadb}$. I'm happy to see ideas in order to kill this integral.	integration,sequences-and-series,definite-integrals,closed-form			محاسبه‌ی $ \int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}dx$	محاسبه‌ی $$\int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}\,dx$$ تلاش من: فرض کنید: $$I(a,b)=\int_0^1\frac{\ln(1-ax)\ln(1+bx)}{1+x}\,dx$$ سپس  $\frac{d^2 I(a,b)}{dadb}$ را محاسبه کنید. من خوشحال می‌شوم ایده‌هایی برای حل این انتگرال را ببینم.
A.17	Calculate $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ with the function $\frac{e^{iz}}{z}$	I want to calculate $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ with the function $f(z) = \frac{e^{iz}}{z}$. I thought about using the closed path $\Gamma = \gamma _1 + \gamma _R + \gamma _2 + \gamma _{\epsilon}$, when: $\gamma_1 (t) = t, t \in [i\epsilon, iR]$ $\gamma_R (t) = Re^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ $\gamma_2 (t) = t, t \in [-iR, -i\epsilon]$ $\gamma_{\epsilon} (t) = \epsilon e^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ I use the fact that $\frac{\sin(x)}{x}$ is an even function and has an anti derivative, so the integral on a closed path is zero. I managed to show that $\int_{\gamma _{\epsilon}} f = -i\pi$ when $\epsilon \to 0$. However I am struggling to show that $\int_{\gamma _R} f = 0$ when $R \to \infty$ Help would be appreciated	complex-analysis,improper-integrals			مقدار انتگرال $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ با استفاده از تابع $\frac{e^{iz}}{z}$ را محاسبه کنید.	می‌خواهم $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ را با تابع $f(z) = \frac{e^{iz}}{z}$ محاسبه کنم. به فکر استفاده از مسیر بسته $\Gamma = \gamma _1 + \gamma _R + \gamma 2 + \gamma {\epsilon}$ بودم، که: $\gamma_1 (t) = t, t \in [i\epsilon, iR]$ $\gamma_R (t) = Re^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ $\gamma_2 (t) = t, t \in [-iR, -i\epsilon]$ $\gamma{\epsilon} (t) = \epsilon e^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ از این استفاده کردم که $\frac{\sin(x)}{x}$ یک تابع زوج است و مشتق خود را دارد، بنابراین انتگرال بر روی یک مسیر بسته صفر است. توانستم نشان دهم که $\int{\gamma {\epsilon}} f = -i\pi$ زمانی که $\epsilon \to 0$ است. با این حال، دچار مشکل شده‌ام که نشان دهم $\int{\gamma _R} f = 0$ زمانی که $R \to \infty$. کمک بسیار قدردانی می‌شود.
A.18	Evaluate $\lim_{n \rightarrow \infty } \frac {[(n+1)(n+2)\cdots(n+n)]^{1/n}}{n}$	Evaluate $$\lim_{n \rightarrow \infty~} \dfrac {[(n+1)(n+2)\cdots(n+n)]^{\dfrac {1}{n}}}{n}$$ using Cesáro-Stolz theorem. I know there are many question like this, but i want to solve it using Cesáro-Stolz method and no others. I took log and applied Cesáro-Stolz, I get $$\log{2}+n\log\cfrac{n}{n+1}$$ Which gives me answer as $\frac{2}{e}$ . But answer is $\frac{4}{e}$. Could someone help?. Edit: On taking log, $$\lim_{n \to \infty} \frac{-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)}{n} \\= \lim_{n \to \infty} \left(-(n+1)\log (n+1) + \sum\limits_{k=1}^{n+1} \log \left(k+n\right)\right) - \left(-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)\right) \\ = \lim_{n \to \infty} \log \frac{2n+1}{n+1} - n\log \left(1+\frac{1}{n}\right) = \log 2 - 1$$ Which gives $2/e$	sequences-and-series			ارزیابی $\lim_{n \rightarrow \infty } \frac {[(n+1)(n+2)\cdots(n+n)]^{1/n}}{n}$	ارزیابی $$\lim_{n \rightarrow \infty~} \dfrac {[(n+1)(n+2)\cdots(n+n)]^{\dfrac {1}{n}}}{n}$$​​ با استفاده از قضیه سزارو-استولز. من می‌دانم که سوال‌های زیادی مانند این وجود دارند، اما من می‌خواهم آن را با استفاده از روش سزارو-استولز حل کنم  و هیچ روش دیگری را استفاده نکنم. من لگاریتم گرفته و قضیه سزارو-استولز را اعمال کردم، من می‌گیرم$$\log{2}+n\log\cfrac{n}{n+1}$$ که به من جواب $\frac{2}{e}$ می‌دهد. اما جواب $\frac{4}{e}$ است. آیا کسی می‌تواند کمک کند؟. ویرایش: با گرفتن لگاریتم، $$\lim_{n \to \infty} \frac{-n\log n + \sum\limits_{k=1}^{n} \log  \left(k+n\right)}{n} \\= \lim_{n \to \infty} \left(-(n+1)\log (n+1) + \sum\limits_{k=1}^{n+1} \log \left(k+n\right)\right) - \left(-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)\right) \\ = \lim_{n \to \infty} \log \frac{2n+1}{n+1} - n\log \left(1+\frac{1}{n}\right) = \log 2 - 1$$​ که به من $\frac{2}{e}$ می‌دهد.
A.19	Greatest common factor of $ p^4-1$	I was asked to find the greatest common factor of $p^4-1$ for all primes > 5, First I got the value of $7^4 - 1$ which has divisors of $2^4* 3 *5*2$ and $11^4 - 1$ which has divisors $2^4 *3 * 5*61$ which has a GCF of $2^4*3*5$ I can prove that $p^4 - 1$ is divisible by 3 and 5 by casework and 8 by $(p^2+1)(p-1)(p+1)$ are even integers, but I don't know how to prove divisibility of $2^4$, I do not want to bash it since we must check about 7 numbers to prove its divisibility by assigning $16n + x$ where x <16	divisibility,greatest-common-divisor			زرگ‌ترین عامل مشترک برای $ p^4-1$	به من گفته شد بزرگترین عامل مشترک برای $p^4-1$ برای همه اعداد اول بیشتر از 5 را پیدا کنم. ابتدا مقدار $7^4 - 1$ را که مقسوم علیه‌های $2^4* 3 52$ و $11^4 - 1$ را که مقسوم علیه‌های $2^4 3 * 561$ دارد، به دست آوردم که دارای بزرگ‌ترین مضرب مشترکی $2^435$ است. می‌توانم ثابت کنم که $p^4 - 1$ توسط 3 و 5 قابل قسمت است و از طریق حالت‌بندی و 8 توسط $(p^2+1)(p-1)(p+1)$ که اعداد زوج هستند، اما نمی‌دانم چگونه قابلیت قسمت‌پذیری $2^4$ را ثابت کنم، نمی‌خواهم برای آن زحمت بکشم زیرا باید درباره 7 اعداد چک کنیم که توسط تعیین $16n + x$ که $x <16$، قابل قسمت‌پذیری باشد.
A.20	Calculate all $n \in \Bbb N \setminus \{41\}$ such that $\phi(n)=40$?	I'm looking for an $n \in \Bbb N$ for which $\phi(n) = 40$ where $\phi$ is a Euler-Totient Function I already found one, namely, $n=41$ How the calculate the $n's$?	totient-function			تمام اعداد $n \in \Bbb N \setminus {41}$ را که $\phi(n)=40$ هستند، محاسبه کنید.	من به دنبال یک عدد طبیعی $n \in \Bbb N$ هستم که $\phi(n) = 40$ باشد، جایی که $\phi$ تابع اویلر-توتیانت است. من در حال حاضر یکی را پیدا کرده‌ام، به عنوان مثال، $n=41$ چگونه اعداد $n$ را محاسبه کنم؟
A.21	Finding the last two digits of $9^{9^{9^{…{^9}}}}$ (nine 9s)	I'm continuing on my journey learning about modular arithmetic and got confused with this question: Find the last two digits of $9^{9^{9^{…{^9}}}}$ (nine 9s). The phi function is supposed to be used in this problem and so far this is what I've got: $9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$ Where $0 ≤ x ≤ 100$ $9^{9^{9^{…{^9}}}} \text{ (nine 9s) }= 9^a$ In order to know $9^a (\text{mod } 100)$, we need to know $a (\text{mod } \phi(100))$ As $\phi(100)= 40$, we get $a = b (\text{mod } 40)$ $9^{9^{9^{…{^9}}}} \text{ (eight 9s) }= 9^b$ In order to know $9^b (\text{mod } 40)$, we need to know $b (\text{mod } \phi(40))$ As $\phi(40)= 16$, we get $b = c ( \text{mod }16)$ $9^{9^{9^{…{^9}}}}\text{ (seven 9s) }= 9^c $ In order to know $9^c (mod 16)$, we need to know $c (\text{mod } phi(16))$ as $\phi(16)= 8 $ we need to find $c (\text{mod } 8)$ As $9 = 1 (\text{mod } 8)$ $c = 1 (\text{mod } 8)$ I feel like I might have made a mistake somewhere along the way because I'm having a lot of trouble stitching it all back together in order to get a value for the last two digits. Could anyone please help me with this? Thank you!	number-theory,modular-arithmetic			پیدا کردن دو رقم آخر عدد $9^{9^{9^{…{^9}}}}$ (نه ۹)	در حال ادامه‌ی سفر خود در یادگیری درباره حساب مودولار شده و با این سوال گیج شده‌ام: پیدا کردن دو رقم آخر عدد $9^{9^{9^{…{^9}}}}$ (نه ۹) هستم. در این مسئله باید از تابع فی استفاده شود و تا این لحظه این است که چه چیزی به دست آورده‌ام: $9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$ جایی که $0 ≤ x ≤ 100$ $9^{9^{9^{…{^9}}}} \text{ (نه ۹) }= 9^a$ برای دانستن $9^a (\text{mod } 100)$، نیاز به دانستن $a (\text{mod } \phi(100))$ داریم. چون $\phi(100)= 40$، می‌گیریم $a = b (\text{mod } 40)$ $9^{9^{9^{…{^9}}}} \text{ (هشت ۹) }= 9^b$ برای دانستن $9^b (\text{mod } 40)$، نیاز به دانستن $b (\text{mod } \phi(40))$ داریم. چون $\phi(40)= 16$، می‌گیریم $b = c ( \text{mod }16)$ $9^{9^{9^{…{^9}}}}\text{ (هفت ۹) }= 9^c $ برای دانستن $9^c (\text{mod } 16)$، نیاز به دانستن $c (\text{mod } phi(16))$ داریم. چون $\phi(16)= 8 $ باید $c (\text{mod } 8)$ را پیدا کنیم. چون $9 = 1 (\text{mod } 8)$ احساس می‌کنم که ممکن است در مسیری که طی کرده‌ام اشتباهی انجام داده‌ام، زیرا با مشکل زیادی مواجه شده‌ام که همه را به هم بچسبانم تا به یک مقدار برای دو رقم آخر برسم. آیا کسی می‌تواند لطفاً به من در این زمینه کمک کند؟ با تشکر!
A.22	Find number of d's that satisfies $d, d+1, d+2... = N$ for an $N$	I have a challenge about a cat in a trip where he can walk in the way of $d, d+1, d+2...$ and the sum of that should give $N$, given an $N$, how many ways of chosing $d$ are posible? Example: $N=30$ -> $Ans=3$ $d_1=4; d_2=6; d_3=8$ For $d_1: 4 + 5 + 6 + 7 + 8 = 30$ Edit: Another way to see it is: How many subsets in the sumation up to N are posible in the way $(\sum (d+n) - \sum(d-1))$=N	sequences-and-series,number-theory			تعداد "d" را که $d, d+1, d+2, \ldots = N$ برای یک $N$ برقرار می‌کند، پیدا کنید.	من یک چالش درباره یک گربه در یک سفر دارم که می‌تواند در راه‌های $d, d+1, d+2, \ldots$ قدم بزند و مجموع آن باید $N$ باشد، با دادن یک $N$، چند روش برای انتخاب $d$ ممکن است؟ مثال: $N=30$ -> $Ans=3$ $d_1=4; d_2=6; d_3=8$ برای $d_1$: $4 + 5 + 6 + 7 + 8 = 30$ ویرایش: یک روش دیگر برای دیدن آن این است: چند زیرمجموعه در مجموع تا N در راه $(\sum (d+n) - \sum(d-1))$=N ممکن است؟
