A.1	求出$c$的值,使得理性函数$f(x) = \frac{x^2 + x + c}{x^2 + 2x + c}$的范围不包含$[-1, -\frac{1}{3}]$	我很舒服当被要求计算一个理性函数的范围时,但是我们如何做反转呢?我遇到了这个问题.如果$$f(x)= \frac{x^2 + x + c}{x^2 + 2x + c}$$,那么找到$c$的值,而$f(x)$的范围没有$[-1, -\frac{1}{3}]$.	functions
A.17	计算$\int _{x=0}^{\infty} \frac{\sin(x)}{x}$以$\frac{e^{iz}}{z}$函数	我想用 $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ 计算 $f(z) = \frac{e^{iz}}{z}$ 函数.我想使用关闭路径 $\Gamma = \gamma _1 + \gamma _R + \gamma _2 + \gamma _{\epsilon}$,当: $\gamma_1 (t) = t, t \in [i\epsilon, iR]$ $\gamma_R (t) = Re^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ $\gamma_2 (t) = t, t \in [-iR, -i\epsilon]$ $\gamma_{\epsilon} (t) = \epsilon e^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ 我使用事实是 $\frac{\sin(x)}{x}$ 是一个偶函数,并且具有反导数,所以一个关闭路径的整体是零.我设法显示 $\int_{\gamma _{\epsilon}} f = -i\pi$ 当 $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$0.	complex-analysis,improper-integrals
A.18	评估$\lim_{n \rightarrow \infty } \frac {[(n+1)(n+2)\cdots(n+n)]^{1/n}}{n}$	我知道有很多这样的问题,但我想用Cesar-Stolz方法解决,没有其他方法.我拿了日志并应用Cesar-Stolz,我得到了$$\log{2}+n\log\cfrac{n}{n+1}$$ 这给我答案为$\frac{2}{e}$.但答案是$\frac{4}{e}$.有人能帮忙吗?编辑:在日志上,$$\lim_{n \to \infty} \frac{-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)}{n} \\= \lim_{n \to \infty} \left(-(n+1)\log (n+1) + \sum\limits_{k=1}^{n+1} \log \left(k+n\right)\right) - \left(-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)\right) \\ = \lim_{n \to \infty} \log \frac{2n+1}{n+1} - n\log \left(1+\frac{1}{n}\right) = \log 2 - 1$$ 这给了$2/e$	sequences-and-series
A.19	子1最大的共同因子	我被要求找到$p^4-1$最大的共同因子为所有素数 > 5,首先我得到了$7^4 - 1$的值,它有$2^4* 3 *5*2$和$11^4 - 1$的分数,它有$2^4 *3 * 5*61$的分数,它有$2^4*3*5$的GCF.我可以证明$p^4 - 1$是3和5的分数,	divisibility,greatest-common-divisor
A.20	计算所有$n \in \Bbb N \setminus \{41\}$这样的$\phi(n)=40$?	我正在寻找一个$n \in \Bbb N$的$\phi(n) = 40$,$\phi$是Euler-Totient函数,我已经找到了一个,即,$n=41$	totient-function
A.21	查找$9^{9^{9^{…{^9}}}}$的最后两个数字 (9个9)	我继续学习模块化算术的旅程,并被这个问题困惑:找到$9^{9^{9^{…{^9}}}}$的最后两个数字 (九个九). 函数fi应该用于这个问题,到目前为止这是我得到的:$9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$ 在 $0 ≤ x ≤ 100$ $9^{9^{9^{…{^9}}}} \text{ (nine 9s) }= 9^a$ 了解$9^a (\text{mod } 100)$,我们需要知道$a (\text{mod } \phi(100))$作为$\phi(100)= 40$,我们需要$a = b (\text{mod } 40)$ $9^{9^{9^{…{^9}}}} \text{ (eight 9s) }= 9^b$ 了解$9^{9^{9^{…{^9}}}}$0,我们需要知道$9^{9^{9^{…{^9}}}}$1作为$9^{9^{9^{…{^9}}}}$2,我们需要$9^{9^{9^{…{^9}}}}$3 $9^{9^{9^{…{^9}}}}$4 了解$9^{9^{9^{…{^9}}}}$5,我们需要知道$9^{9^{9^{…{^9}}}}$6作为$9^{9^{9^{…{^9}}}}$7我们需要找到$9^{9^{9^{…{^9}}}}$8作为$9^{9^{9^{…{^9}}}}$9 $9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$0 我觉得我可能在某个地方错了,因为我很麻烦整整整的数字来得到一个最后两个值. 请问有谁可以帮我帮忙?	number-theory,modular-arithmetic
A.22	找到满足$d, d+1, d+2... = N$的d数量为$N$	我有一个挑战,一个猫在旅行中可以走在$d, d+1, d+2...$的路上,和总和应该给$N$,给了$N$,有多少种选择$d$的方法可能?	sequences-and-series,number-theory
A.23	我怎么找到Icm	问:如果两个整数的乘法是$2^7 \cdot 3^8 \cdot 5^2 \cdot 7^{11}$ ,其最大的共分数是$2^3 \cdot 3^4 \cdot 5$,它们的最小共乘法是什么?我有问题请帮我解决这个问题.我试图假设lcm是$x$ =.然后,Gcd $\cdot x = 2^3  \cdot 3^4 \cdot 5x$.	prime-numbers,greatest-common-divisor,least-common-multiple
A.24	这是唯一的方法来评估$\sqrt{2i-1}?$吗?	解决$\sqrt{2i-1}?$$2i-1=(a+bi)^2$$a^2+2abi-b^2$$a^2-b^2=-1$$2ab=2$$a^2=b^{-2}$$b^{-2}-b^2=-1$$-b^{4}+1=-1$$b^4=2$$\sqrt{2i-1}?$0我们可以用另一种方式解决$\sqrt{2i-1}?$1吗?	algebra-precalculus
A.25	当$P(x^2+1)=(P(x))^2+1$和P(x) 是多项时,P(0是什么?	如果$P(x^2+1)=(P(x))^2+1$和$P(x)$是多项数,那么$P(0)=0$是什么?然后$P(1)=1$,$P(2)=2$,$P(5)=5$,$P(26)=26$,$P(677)=677$...等等等.然后$P(0)$0,因为$P(0)$1上的所有点都是$P(0)$2.如果$P(0)$3,那么$P(0)$4也是因为同样的原因.但是当$P(0)$5,我们得到了$P(0)$6不融合成整数.所以我认为$P(x)$不能是多项数.然后$P(0)$的值是什么,使$P(x)$成为多项数?	polynomials
A.26	如何使用泰勒系列来解决一个无限的整体?	我试图证明下面的整体是相似的,但不是绝对的. $$\int_0^\infty\frac{\sin x}{x}dx.$$ 我的尝试:我首先得到了$\int_0^x\frac{sin x}{x}dx$的泰勒系列,这是这样:$$x-\frac{x^3}{3 \times 3!}+\frac{x^5}{5\times5!}-\frac{x^7}{7 \times 7!}+\cdots = \sum_{n=0}^\infty (-1)^n\frac{x^{(2n+1)}}{(2n+1) \times (2n+1)!} $$现在$\int_0^\infty\frac{\sin x}{x}dx=\lim_{x\to \infty} \sum_{n=0}^\infty (-1)^n\frac{x^{(2n+1)}}{(2n+1) \times (2n+1)!}$我卡在这里!下一步是什么?	real-analysis,calculus,integration,taylor-expansion,riemann-integration
A.27	$e^{3i \pi /2}$ 的值是多少?	当我们解决这个值时,我们知道$e^{\pi i}=-1$.当你评估这个时,我很困惑的是什么是正确的答案.我得到了两个可能的答案:$e^{3\pi i/2}$ =$(e^{\pi i})^{3/2}$所以这可能是$(\sqrt{-1})^3=i^3=-i$或者它可能是$\sqrt{(-1)^3}=\sqrt{-1}=i$.	complex-numbers,exponentiation
A.28	如果$\sin(18^\circ)=\frac{a + \sqrt{b}}{c}$,那么$a+b+c$是什么?	如果$\sin(18)=\frac{a + \sqrt{b}}{c}$在最简单的形式中,那么$a+b+c$是什么?$$ $$试图:$\sin(18)$在一个直角三角形中,边有$x$ (角角前有$18$度),$y$,和线小数 $z$,实际上只是$\frac{x}{z}$,然后是$\sin(18)=\frac{a + \sqrt{b}}{c}$0.我们可以找到$y$为$\sin(18)=\frac{a + \sqrt{b}}{c}$1,所以我们有$\sin(18)=\frac{a + \sqrt{b}}{c}$2我也发现$\sin(18)=\frac{a + \sqrt{b}}{c}$3我没有线索.解决方案说$\sin(18)=\frac{a + \sqrt{b}}{c}$4我必须直觉我们必须找到$\sin(18)=\frac{a + \sqrt{b}}{c}$5这样的$\sin(18)=\frac{a + \sqrt{b}}{c}$6然后$\sin(18)$是$\sin(18)=\frac{a + \sqrt{b}}{c}$7的根,和$\sin(18)=\frac{a + \sqrt{b}}{c}$8的根.完全不同的.这个问题不是要求证明$\sin(18)=\frac{a + \sqrt{b}}{c}$9,这只是解决方案的一部分.	algebra-precalculus,trigonometry,euclidean-geometry,contest-math
A.29	通过无限分数来划分复杂数	在我们的测试之前,我的预算师最近与我们一起审查了限制的属性,并表示任何由无限除的真数等于零.这让我思考,我问他们一个复杂数 (即$3+2i$或$-4i$) 分为无限是否等于零.这完全困扰了他们,我无法得到答案.做了一些理论计算后,知道$i=\sqrt{-1}$,我计算了像$\frac{5i}{\infty}=0$这样的复杂数,因为$$\frac{5}{\infty}\cdot \frac{\sqrt{-1}}{\infty} = 0\cdot 0 = 0,$$使用使用使用实数的属性,将表示$\frac{5x}{\infty} = 0$是因为$$\frac{5}{\infty}\cdot \frac{x}{\infty} = 0\cdot 0 = 0.$$这个理论计算正确吗?或者这个概念有更多的比这么?	algebra-precalculus,limits,complex-numbers,infinity
A.30	找出$a^3+b^3+c^3-3abc$ (二项定理)	$$a=\sum_{n=0}^\infty\frac{x^{3n}}{(3n)!}\\b=\sum_{n=1}^\infty\frac{x^{3n-2}}{(3n-2)!}\\c=\sum_{n=1}^\infty\frac{x^{3n-1}}{(3n-1)!}$$Find $a^3+b^3+c^3-3abc$: $(a)\ 1$ $(b)\ 0$ $(c)-1$ $(d)-2$ 请帮我解决这个问题.我添加了 $a,b$ 和 $c$. 这给了我 $e^x$ 的扩展,但我不知道如何使用它.	binomial-theorem
A.32	定义是自理?	我只是想问一个非常基本的问题.当我们在一个第一级逻辑系统中引入一个"定义"时.例如当我们说定义:$Empty(x) \iff \not \exists y (y \in x) $ 这定义本身不是一个"轴心",那么称之为定义轴心.我问这个因为一个地方预示符号空) 是真的新鲜的,它不是列出的原始符号中的,说 Zermelo,它只有身份和成员作为原始符号.所以当我们说定义时,我们实际上说着轴心?但而不是关于描述原始符号,它们是定义轴心,给出一个完整的参考系统中的特定符号组.这是正确的吗?现在如果是这样,那么我们说它不是轴心,当我们说它,我说为什么我们不说它,例如:	terminology,definition,first-order-logic,axioms
A.33	函数的第三衍生函数的物理含义和意义	考虑到一个函数$f(t,x)$所代表的物理量,$f$,$\frac{\partial^3 f}{\partial t^3}$或$\frac{\partial^3 f}{\partial x^3}$的第三衍生函数的实际含义是什么 (如果有)	physics
A.34	扩展Knuth上箭/超操作到非积极值	所以...我有个愚蠢的想法,把Knuth的上箭符号扩展到包含零和负箭头.它通常被定义为$$\begin{align*} a \uparrow b & = a^b \\ a \uparrow^n b & = \underbrace{a \uparrow^{n - 1} (a \uparrow^{n - 1} (\dots(a \uparrow^{n - 1} a) \dots ))}_{b\text{ copies of } a} \end{align*}$$.所以,基本上是从指数数开始的超运行序列.现在,我只会考虑$a,b > 0$.如果我们试图从$a \uparrow b$向后走,那么"轻微"的扩展 (放下箭头代表负上箭头,因为为什么不该) 是:$$\begin{align*} a \;b & = a \cdot b \\ a \downarrow b & = a + b \\ a \downarrow \downarrow b & = \text{see below} \end{align*} \\ \vdots$$但我遇到了问题,为$a \downarrow \downarrow \downarrow b$出出出表达式.也许它不存在.也许,也许有办法定义$a \; b$ (零箭头) 以这种方式,它存在.所以我的问题是:如果我们试图从$a \uparrow b$向后走,那么$a \downarrow^n b$存在于所有问题?	hyperoperation,ackermann-function
A.35	什么时候函数没有抗衍生物?	我知道这个问题听起来很天真,但我们为什么不能把$\int e^{x^2} dx$写成$\int e^{2x} dx$?前一个没有反导体,而后一个有.在这个问题下,一个函数没有反导体的条件是什么?也就是说,我们需要仔细的检查函数来说它没有反导体,或者你看到函数后,你可以立即说它没有反导体吗?	integration
A.36	证据通过矛盾,证据完成后的初步假设状态.	首先我想说,我在我具体的问题上找到了答案,但没有在现有的话题中找到.问题很简单.说,我们需要用矛盾方法证明P语句.假设$\lnot P$是正确的,使用我们在证明过程中证明或推导的陈述列表,我们得出P是$true$.$$\lnot P  \to A_1 \to\ ... \ \to A_n \to P$$$$\lnot P  \to  P \iff \lnot(\lnot P) \lor P \iff P $$因此我们可以将P添加到我们被证明的陈述列表中,因为它是正确的.大多数证据包含"得到的矛盾证明我们的初步假设 ($\lnot P$) 是错误的,所以$P$是正确的".我不明白的是,如果初始假设 ($\lnot P$) 被证明是错误的,那么我们为什么可以确定它是正确的,如果它是正确的,那么如果有人不能使用这个假设 ($\lnot P$) 则为什么不能解释它是正确的?	logic,proof-writing
A.37	没有小便的$f\circ g = g \circ f$的例子,但$f^{-1} \neq g$和$f\neq\mathrm{id}\neq g$.	实际值的函数$f$和$g$是不是彼此的逆,身份,也不是线性的,但表现出$$f\circ g = g \circ f?$$行为.例如$f(x) = 2x$和$g(x)=3x$在这个意义上是"微不足道的".此外,考虑到$f$函数,可以去一个函数$g$的例子,与$f$交换?我想这将类似于固定点代吗?例如,如果$f\colon\mathbb R\smallsetminus\{1\}\to\mathbb R$由$f(x) = 2x/(1-x)$定义,我需要一个函数$g$这样的$$g(x) = f^{-1}\circ g\circ f =\frac{g(\frac{2x}{1-x})}{2+g(\frac{2x}{1-x})},$$所以也许选择一个适当的"启动函数"$g_0$和找到一个固定点$f$0将是一个可能的策略,但我似乎找不到一个合适的$g_0$.	real-analysis,functional-analysis,functions
A.38	选择的定理的使用	我是一个数学初生,但偶尔会从我们教学的材料中漂移.几年前我第一次看到ZFC的定理,但现在我在大学,虽然我迄今为止所学到的东西远远没有接近ZFC (难度方面),但我发现我们在每个模块中一直使用选择定理,即使我们还不知道它的名字.例如,在证明中,对于每一个非负整数$a, b$,都存在整数$q, r: a = bq + r$ (有已知的r限制),证明开始这样:$Choose$最大整数$q : qb <= a$...bla bla bla.这是选择定理,允许我们执行这个简单但如此重要的替代方法吗?还有几个问题:你知道,一些简单的定理,或者证明这个定理,这是一个基本的论点吗?	set-theory
A.39	如何知道哪个值更高?	什么是比 $2018^{2019}$ 长或比 $\ 2019^{2018}\ $ 长?当我从两侧记录时,我得到: $2019\log(2018)\ $ 和 $\ 2018 \log(2019)$ 我知道 $\log 2019\gt \log 2018$ 这意味着 $2019^{2018}$ 是最大的吗?	algebra-precalculus,logarithms
A.40	线性这个词的含义是什么?	基于其,$a_1x_1+a_2x_2+a_3x_3+...+a_nx_n=$也被称为线性差异方程,因为它代表了一个线性的方程.所以"线性"来自"线"这个词.基本上,不应该有任何更高的 x 功率失败,函数的图表不会是直线.类似地,$a(x)y+b(x)y'+c(x)y"+d(x)y'''+...+q(x)=0$也被称为线性差异方程,因为所有衍生物具有等于1的功率,这与线性方程的上述定义相似.一个函数f被称为线性,如果:$f(x+y)=f(x)+f(y)$和$f(cx)=cf(x)$.这里是恒数.在函数的等式定义中,$f$是什么意思?它与直线有什么关系?最后,在线性向量空间中,线性词意味着什么?	linear-algebra
A.41	如果给出两个集合,如何找到数的函数的混乱	如果A和B是两个包含分别$m$和$n$元素的有限集合,则从A到B的函数数数将是$n \leq m$$$\sum_{r=1}^n (-1)^{(n-r)} {n \choose r}(r)^m $$的数量.	combinatorics,functions,combinations
A.42	复杂数字自然出现的简单,物理情况是什么?	我试图教中学生关于复杂数量的出现,我想有机地激励他们.我指的是人们试图解决的现实世界问题,让他们意识到我们需要将现实数扩展到复杂.例如,希腊人被迫认识到不合理数量的原因不是纯粹的数学原因,而是因为正方形的斜角长度与单位长度是不合理的,这是他们已经处理的几何形势.什么类似的情况会导致复杂数量的数量?我可以说,试图解决方程$x^2 + 1 = 0$,但这不是从物理世界.我也可以给出抽象的答案,比如$\sqrt{-1}$只是一个我们定义的对象,我们完全具有一致和重要的属性,但我认为这不会满足孩子们.	complex-numbers,physics,applications
A.43	证明$\sum_{n\geq1}\frac1{n^2+1}=\frac{\pi\coth\pi-1}2$	我试图证明$$\sum_{n\geq1}\frac1{n^2+1}=\frac{\pi\coth\pi-1}2$$ 让$$S=\sum_{n\geq1}\frac1{n^2+1}$$我们回忆到富利尔系列的指数函数$$e^x=\frac{\sinh\pi}\pi+\frac{2\sinh\pi}\pi\sum_{n\geq1}\frac{(-1)^n}{n^2+1}(\cos nx-n\sin nx)$$插入$x=\pi$$$e^\pi=\frac{\sinh\pi}\pi+\frac{2\sinh\pi}\pi\sum_{n\geq1}\frac{(-1)^n}{n^2+1}(\cos n\pi-n\sin n\pi)$$$$e^\pi=\frac{\sinh\pi}\pi+\frac{2\sinh\pi}\pi\sum_{n\geq1}\frac{(-1)^n}{n^2+1}((-1)^n-n\cdot0)$$$$e^\pi=\frac{\sinh\pi}\pi+\frac{2\sinh\pi}\pi S$$$$S=\frac{\pi e^\pi}{2\sinh\pi}-\frac12$$但这远远没有纠正.我做了什么错误,我如何证明身份?谢谢.	real-analysis,sequences-and-series
A.44	对于有限序列的$A,B \in \mathscr{M}_{2\times2}(\mathbb{Q}) $,显示$AB$有无限序列	让$G$是非单一矩阵的$ ( \mathscr{M}_{2\times2}(\mathbb{Q}) , \times ) $组.让$ A = \left ( \begin{matrix}  0 & -1 \\   1 & 0  \end{matrix} \right ) $,$A$的顺序是$4$;让$ B = \left ( \begin{matrix}  0 & 1 \\   -1 & -1  \end{matrix} \right ) $,$B$的顺序是$3$. 显示$AB$有无限顺序.唯一的推理是矛盾,因为$G$不是Abelian.所以我试图了,但我在任何具体的发展之前被困住了.任何提示是欢迎的,谢谢.	matrices,group-theory,cyclic-groups
A.45	如何证明$\sin(x) , \sin(2x) , \sin(3x) ,...,\sin(nx)$在$\mathbb{R}$中是独立的?	证明{$\sin(x) , \sin(2x) , \sin(3x) ,...,\sin(nx)$} 在 $\mathbb{R}$ 中是独立的:我们知道,Wronsekian 不应该是 $0$ 得到微不足道的解决方案,因此它们是独立的.它不是微不足道的证明,$ W \not = 0$ W = $\begin{vmatrix} (1)\sin(x) & (1)\sin(2x) & (1)\sin(3x) &  ... &   (1)\sin(nx) \\ (1)\cos(x) & (2)\cos(2x) & (3)\cos(3x) &  ... &   (n)\cos(nx) \\  -(1)^2\sin(x) & -(2)^2\sin(2x) & -(3)^2\sin(3x) &  ... &   -(n)^2\sin(nx) \\ -(1)^3\cos(x) & -(2)^3\cos(2x) & -(3)^3\cos(3x) &  ... &   -(n)^3\cos(nx) \\ \end{vmatrix}$ 等等.它看起来像Vandermonde矩阵,但我不能证明,所以我们得出结论,它的$W\not =0$	ordinary-differential-equations
A.46	假设$f$是$[0,1]$上的 Lebesgue可整合函数,满足$\int x^k f(x) dx=0$ ,证明$f=0 \text{ a.e.}$	假设$f$是$[0,1]$上无限可分化的实值函数,满足$\int_0^1 x^k f(x)\, dx=0$对于$k=\{0,1,2,3,.. .\}$,证明$f=0$ .我的尝试:为了证明这一说法,足以证明$$\int_0^1 f^2 (x) \,dx=0$$ 然后通过近似定理,我们可以找到一个多项函数,这样的每一个$\epsilon \gt 0$ $$\int_0^1 f^2 (x) \,dx= \int_0^1 (f(x)-\sum_{n=0}^N a_n x^n)f(x) ,dx+\int_0^1 \sum_{n=0}^N f(x) a_n x^n\,dx \le \epsilon M$$在$M=\sup_{x \in [0,1]}|f(x)|$ .似乎我们不需要$f$是无限可分化的条件,如果$f$是连续的,那么结论可能是正确的.我的问题: () 假设$f$是Lebes可分化的实值函数,证明$[0,1]$上$f$0对于$k=\{0,1,2,3,.. .\}$,我们可以证明$f=0$除了 $f$1的测量组外?b) a) 不是真的,假设$f$是Riemann的实值函数,如果$[0,1]$是持续的,我们可以证明$f$1的测量量为 $f$4,$f$是足够的,但$f$1是完全的测量,我们可以证明$f$是足够的.	real-analysis
A.47	证明给定的素数$p$和每个$0 < r < p-1$都有一个$q$这样的$rq \equiv 1 \bmod p$	证明给定的素数$p$和每个$0 < r < p-1$都存在一个$q$这样的方法,我只接受了一个引号理论课程 (几年前),这只是在计算机科学课程 (家庭作业) 中出现了.我假设这个证明是从我目前的算法课程中开始的基础,但经过几次基本尝试之后,它看起来并不有希望. 以下是我想到的一些方法: (反向工程师) 为了得出结论,我们需要$$rq - 1 = kp$$为一些$k$. 这看起来很熟悉,但我看不到任何东西. (在$r$) $$\sum_{r=1}^{p-2} r = \frac{(p-2)(p-1)}{2} = p\frac{p - 3}{2} + 1 \equiv 1 \bmod p$$上看起来很好,但我不知道如何将$r$整合到最后的等式. (Wilson的简单证明15 Z) 我认为$p$和$p$的结论是如何实现$p$的,但我认为$p$是如何实现$p$的,但我不确定$p$的结论是如何在$p$和$p$的结论中得到一个有效的结论.	elementary-number-theory,proof-verification
