A.11	What's the cross product in 2 dimensions?	The math book i'm using states that the cross product for two vectors is defined over $R^3$: $$u = (a,b,c)$$ $$v = (d,e,f)$$ is: $$u \times v = \begin{vmatrix} \hat{i} & \hat{j} & \hat{k} \\ a & b & c \\ d & e & f \\ \end{vmatrix} $$ and the direction of the resultant is determined by curling fingers from vector v to u with thumb pointing in direction of the cross product of u x v.  Out of curiosity, what's the cross product if u and v are defined over $R^2$ instead of $R^3$ instead: $$u = (a,b)$$ $$v = (d,e)$$ Is there a "degenerate" case for the cross product of $R^2$ instead $R^3$?  like this is some type of 2x2 determinant instead? for instance if had a parameterization: $$\Phi(u,\ v) = (\ f(u),\ \ g(v)\ )$$ and needed to calculate in $R^2$: $$ D = \Bigg| \frac{\partial{\Phi}}{\partial{u}} \times \frac{\partial{\Phi}}{\partial{v}} \Bigg| $$ There are plenty of examples in the book for calculating the determinate D in $R^3$ but none at all for $R^2$ case. As in: $$ \iint_{V} f(x,y) dx\ dy = \iint_{Q} f(\Phi(u,v) \Bigg| \frac{\partial{\Phi}}{\partial{u}} \times \frac{\partial{\Phi}}{\partial{v}} \Bigg| $$ $$ \Phi(u,v)=(2u \cos v,\ \ u \sin v) $$	在二维中,交叉产量是什么?	我使用的数学书指出,两个向量的交叉产量是通过 $R^3$ 定义的: $$u = (a,b,c) $$v = (d,e,f) $$ 是: $$u \times v = \begin{vmatrix} \Phi{i} & \hat{j} & \hat{k} \\ a & b & c \\ d & f \\ d & f \ e{vmatrix} $$ ,结果的方向是通过从向量 vigg到 u 向指向 u x v 的交叉向量确定的. 为了公平而,如果 u 和 v 于 $R^3$ 而不是 $R^2$ 定义:{i}{i}{b}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}{i}}{i}{i}{i}{i}{i}}{i}{i}{i}{i}}{i}{i}{i}}{i}{i}}{i}{i}{i}{i}}{i}}{i}{i}{i}{i}{i}}{i}{i}}{i}{i}}{i}}{i}}{i}{i}{i}}{i}{i}}}{i}{i}{i}{i}{i}{i}}{i}}{i}{i}}{i}{i}{i}}{i}{i}{i}{i}{i}}}{i}}}{i}{i}}{i}{i}}{i}{i}{i}{i}}{i}}{i}{i}{i}{i}}{i}}{i}{i}}{i}{i}}{i}}{i}{i}{i}{i}{i}}{i}}{i}{i}}{i}{i}{i}}{i}{i}{i}}{i}{i}}{i}}{i}{i}{}}{i}{i}{i}{}{}}}{i}{}{}}{}}{}{}{}}}{}{}{}{}{}{}}{}{}{}{}{}{}{}{}{}{}}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{}{	multivariable-calculus,vectors
A.12	Finding the roots of a complex number	I was solving practice problems for my upcoming midterm and however I got stuck with this question type. It is asking me to find all roots and then sketch it. $(1+i\sqrt{3})^{1/2}$ How do we proceed?	复杂数的根源	我在解决我即将到来的中学练习问题,但我被困在这个问题类型.	linear-algebra,complex-numbers,polar-coordinates
A.13	How to simplify expression $\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx \ ?$	How to simplify expression $$\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx \ ?$$ The answer is $bf(b)-af(a)$  but I am wondering how to get the answer.	如何简化表达式$\int_a^b f(x)dx+\int_{f(a)}^{f(b)} f^{-1}(x)dx \ ?$	如何简化表达式$$\int_a^b f(x) dx+\int_{f(a)}^{f(b)} f^{-1}(x) dx \ ?$$ 答案是$bf(b)-af(a)$但我想知道如何得到答案.	calculus
A.14	Help solving first-order differential equation	I have first-order differential equation $$y=xy'+ \frac{1}{2}(y')^{2}$$ Maybe, with this someone will find way to solve it $$\frac{1}{2}y'(2x+y')=y$$ I thought I can use $x^2+y=t$ for subtitution and when I derivate, I have $t'=2x+y'\\(t'-2x)t'=2t-2x^2$ which is acctualy the same as previous. I don't have idea how to start..	帮助解决第一级差异方程	我有一个第一级差异方程$$y=xy'+ \frac{1}{2}y')^{2}$$ 也许,有人会用这个方法来解决它$$\frac{1}{2}y'(2x+y')=y$$	ordinary-differential-equations
A.15	Derive the sum of $\sum_{i=1}^n ix^{i-1}$	For the series   $$1 + 2x + 3x^2 + 4x^3 + 5x^4 + ... + nx^{n-1}+... $$   and $x \ne 1, |x| < 1$. I need to find partial sums and finally, the sum $S_n$ of series. Here is what I've tried:   We can take a series $S_2 = 1 + x + x^2 + x^3 + x^4 + ...$ so that $\frac{d(S_2)}{dx} = S_1$ (source series). For the $|x| < 1$ the sum of $S_2$ (here is geometric progression): $\frac{1-x^n}{1-x} = \frac{1}{1-x}$ $S_1 = \frac{d(S_2)}{dx} = \frac{d(\frac{1}{1-x})}{dx} = \frac{1}{(1-x)^2}$  But this answer is incorrect. Where is my mistake? Thank you.	取出$\sum_{i=1}^n ix^{i-1}$的总数	对于$$1+2x+3x^2+4x^3+5x^4+...+ nx^{n-1}+...$$和$x \ne 1, |x| < 1$.我需要找到部分和最后,系列的 sum $S_n$.我试过的就是:我们可以取一个系列 $S_2 = 1 + x + x^2 + x^3 + x^4 + ...$这样 $\frac{d(S_2)}{dx} = S_1$ (源系列).对于$|x| < 1$的 sum of $S_2$ (这里是几何进度):$\frac{1-x^n}{1-x} = \frac{1}{1-x}$ $S_1 = \frac{d(S_2)}{dx} = \frac{d(\frac{1}{1-x})}{dx} = \frac{1}{(1-x)^2}$ 但这个答案是错误的.我的错误在哪里?谢谢.	sequences-and-series,convergence,summation,power-series
A.16	Finding $ \int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}dx$	Calculate   $$\int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}\,dx$$  My try :  Let : $$I(a,b)=\int_0^1\frac{\ln(1-ax)\ln(1+bx)}{1+x}\,dx$$ Then compute $\frac{d^2 I(a,b)}{dadb}$. I'm happy to see ideas in order to kill this integral.	找出$ \int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}dx$	计算$$\int_0^1\frac{\ln(1+x)\ln(1-x)}{1+x}\,dx$$ 我的尝试:让:$$I(a,b)=\int_0^1\frac{\ln(1-ax)\ln(1+x}\,dx$$ 然后计算$\frac{d^2 I(a,b)}{dadb}$.我很高兴看到想法来杀死这个整体.	integration,sequences-and-series,definite-integrals,closed-form
A.17	Calculate $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ with the function $\frac{e^{iz}}{z}$	I want to calculate $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$ with the function $f(z) = \frac{e^{iz}}{z}$. I thought about using the closed path $\Gamma = \gamma _1 + \gamma _R + \gamma _2 + \gamma _{\epsilon}$, when: $\gamma_1 (t) = t, t \in [i\epsilon, iR]$ $\gamma_R (t) = Re^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ $\gamma_2 (t) = t, t \in [-iR, -i\epsilon]$ $\gamma_{\epsilon} (t) = \epsilon e^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ I use the fact that $\frac{\sin(x)}{x}$ is an even function and has an anti derivative, so the integral on a closed path is zero. I managed to show that $\int_{\gamma _{\epsilon}} f = -i\pi$ when $\epsilon \to 0$. However I am struggling to show that $\int_{\gamma _R} f = 0$ when $R \to \infty$ Help would be appreciated	计算$\int _{x=0}^{\infty} \frac{\sin(x)}{x}$以函数$\frac{e^{iz}}{z}$	我想用函数 $f(z) = \frac{e^{iz}}{z}$ 来计算 $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$. 我想使用闭路 $\Gamma = \gamma _1 + \gamma _R + \gamma _2 + \gamma _{\epsilon}$,当: $\gamma_1 (t) = t, t \in [i\epsilon, iR]$ $\gamma_R (t) = Re^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ $\gamma_2 (t) = t, t \in [-iR, -i\epsilon]$ $\gamma_{\epsilon} (t) = \epsilon e^{it}, t \in [-\frac{\pi}{2}, \frac{\pi}{2}]$ 我使用的是, $\frac{\sin(x)}{x}$ 是一个偶函数,并且具有反导数,所以一个闭路的整体是零. 我设法显示 $\int_{\gamma _{\epsilon}} f = -i\pi$ 当 $\int _{x=0}^{\infty} \frac{\sin(x)}{x}$0.	complex-analysis,improper-integrals
A.18	Evaluate $\lim_{n \rightarrow \infty } \frac {[(n+1)(n+2)\cdots(n+n)]^{1/n}}{n}$	Evaluate $$\lim_{n \rightarrow \infty~} \dfrac {[(n+1)(n+2)\cdots(n+n)]^{\dfrac {1}{n}}}{n}$$ using Cesáro-Stolz theorem. I know there are many question like this, but i want to solve it using Cesáro-Stolz method and no others. I took log and applied Cesáro-Stolz, I get $$\log{2}+n\log\cfrac{n}{n+1}$$ Which gives me answer as $\frac{2}{e}$ . But answer is $\frac{4}{e}$. Could someone help?. Edit:  On taking log,  $$\lim_{n \to \infty} \frac{-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)}{n} \\= \lim_{n \to \infty} \left(-(n+1)\log (n+1) + \sum\limits_{k=1}^{n+1} \log \left(k+n\right)\right) - \left(-n\log n + \sum\limits_{k=1}^{n} \log \left(k+n\right)\right) \\ = \lim_{n \to \infty} \log \frac{2n+1}{n+1} - n\log \left(1+\frac{1}{n}\right) = \log 2 - 1$$ Which gives $2/e$	评估$\lim_{n \rightarrow \infty } \frac {[(n+1)(n+2)\cdots(n+n)]^{1/n}}{n}$	通过切萨罗-斯托尔兹定理评估$$\lim_{n \rightarrow \infty~} \dfrac {[(n+1) }n+2) \cdots(n+n) ]^{\dfrac {1}{n}}}{n}$$ .我知道有很多这样的问题,但我想用切萨罗-斯托尔兹方法解决它,而不是其他.我拿着日志并应用了切萨罗-斯托尔兹,我得到了$$\log{2}+n\log\frac}{n+1}$$ . 这给了我答案为$\frac{2}{e}$ .但是答案是$\frac{4}{e}$.有人可以帮助我编辑:在取日志,$$\n \n \n \n} \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\	sequences-and-series
A.19	Greatest common factor of $ p^4-1$	I was asked to find the greatest common factor of $p^4-1$ for all primes > 5, First I got the value of $7^4 - 1$ which has divisors of $2^4* 3 *5*2$ and $11^4 - 1$ which has divisors $2^4 *3 * 5*61$ which has a GCF of $2^4*3*5$ I can prove that $p^4 - 1$ is divisible by 3 and 5 by casework and 8  by $(p^2+1)(p-1)(p+1)$ are even integers, but I don't know how to prove divisibility of $2^4$, I do not want to bash it since we must check about 7 numbers to prove its divisibility by assigning $16n + x$ where x <16	最大的常见因子$ p^4-1$	我被要求找到$p^4-1$的最大共同因子为所有素数 > 5,首先我得到了$7^4 - 1$的值,它有$2^4* 3 *5*2$和$11^4 - 1$的分数,它有$2^4 *3 * 5*61$的分数,它有$2^4*3*5$的GCF.我可以证明$p^4 - 1$是可分为3和5的案例,而8次$(p^2+1)(p-1)(p+1)$是整数,但我不知道如何证明$2^4$的可分性,我不想打破它,因为我们必须检查7个数字来证明它的可分性,通过分配$p^4-1$0在x <16	divisibility,greatest-common-divisor
A.20	Calculate all $n \in \Bbb N \setminus \{41\}$ such that $\phi(n)=40$?	I'm looking for an $n \in \Bbb N$ for which $\phi(n) = 40$ where $\phi$ is a Euler-Totient Function   I already found one, namely, $n=41$ How the calculate the $n's$?	计算所有$n \in \Bbb N \setminus \{41\}$这样的$\phi(n)=40$?	我正在寻找一个$n \in \Bbb N$,其中$\phi(n) = 40$是Euler-Totient函数,我已经找到了一个,即$n=41$,如何计算$n's$?	totient-function
A.21	Finding the last two digits of $9^{9^{9^{…{^9}}}}$ (nine 9s)	I'm continuing on my journey learning about modular arithmetic and got confused with this question: Find the last two digits of $9^{9^{9^{…{^9}}}}$ (nine 9s). The phi function is supposed to be used in this problem and so far this is what I've got: $9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$ Where $0 ≤ x ≤ 100$ $9^{9^{9^{…{^9}}}} \text{ (nine 9s) }= 9^a$ In order to know $9^a (\text{mod } 100)$, we need to know $a (\text{mod } \phi(100))$ As $\phi(100)= 40$, we get $a = b (\text{mod } 40)$ $9^{9^{9^{…{^9}}}} \text{ (eight 9s) }= 9^b$ In order to know $9^b (\text{mod } 40)$, we need to know $b (\text{mod } \phi(40))$ As $\phi(40)= 16$, we get $b = c ( \text{mod }16)$ $9^{9^{9^{…{^9}}}}\text{ (seven 9s) }= 9^c $ In order to know $9^c (mod 16)$, we need to know $c (\text{mod } phi(16))$ as $\phi(16)= 8 $ we need to find $c (\text{mod } 8)$ As $9 = 1 (\text{mod } 8)$ $c = 1 (\text{mod } 8)$ I feel like I might have made a mistake somewhere along the way because I'm having a lot of trouble stitching it all back together in order to get a value for the last two digits. Could anyone please help me with this? Thank you!	找到$9^{9^{9^{…{^9}}}}$的最后两个数字 (九个9)	我继续学习模块化算术的旅程,并被这个问题困惑:找到$9^{9^{9^{…{^9}}}}$的最后两个数字 (九个九). 函数phi应该在这个问题中使用,到目前为止这是我得到的:$9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$ 在$0 ≤ x ≤ 100$ $9^{9^{9^{…{^9}}}} \text{ (nine 9s) }= 9^a$ 了解$9^a (\text{mod } 100)$,我们需要知道$a (\text{mod } \phi(100))$作为$\phi(100)= 40$,我们得到$a = b (\text{mod } 40)$ $9^{9^{9^{…{^9}}}} \text{ (eight 9s) }= 9^b$ 了解$9^{9^{9^{…{^9}}}}$0,我们需要知道$9^{9^{9^{…{^9}}}}$1作为$9^{9^{9^{…{^9}}}}$2,我们得到$9^{9^{9^{…{^9}}}}$3 $9^{9^{9^{…{^9}}}}$4 了解$9^{9^{9^{…{^9}}}}$5,我们需要知道$9^{9^{9^{…{^9}}}}$6作为$9^{9^{9^{…{^9}}}}$7我们需要找到$9^{9^{9^{…{^9}}}}$8作为$9^{9^{9^{…{^9}}}}$9 $9^{9^{9^{…{^9}}}} ≡ x (\text{mod } 100)$0 我觉得我可能在某个地方做错误,因为我有很多麻烦回来,以获得最后两个数字的值.有谁能帮我这么说?谢谢谢!	number-theory,modular-arithmetic
A.22	Find number of d's that satisfies $d, d+1, d+2... = N$ for an $N$	I have a challenge about a cat in a trip where he can walk in the way of $d, d+1, d+2...$ and the sum of that should give $N$, given an $N$, how many ways of chosing $d$ are posible? Example: $N=30$ -> $Ans=3$ $d_1=4; d_2=6; d_3=8$  For $d_1: 4 + 5 + 6 + 7 + 8 = 30$ Edit: Another way to see it is: How many subsets in the sumation up to N are posible in the way $(\sum (d+n) - \sum(d-1))$=N	找到满足$d, d+1, d+2... = N$的d数,为$N$	我有一个挑战,一个猫在旅行中,他可以走在$d, d+1, d+2...$的路上,和总和应该给出$N$,给出$N$,有多少选择$d$的方法可能?	sequences-and-series,number-theory
A.23	How do i find the lcm	Qn: If the product of two integers is  $2^7 \cdot 3^8 \cdot 5^2 \cdot 7^{11}$ and their greatest common divisor is $2^3 \cdot 3^4 \cdot 5$, what is their least common multiple? I have issue with this question please help me solve it. I tried assuming that lcm is $x$ =. Then,        Gcd $\cdot x = 2^3  \cdot 3^4 \cdot 5x$. And, product factors /Gcd $x$	我怎么找到Icm	问:如果两个整数的乘法是$2^7 \cdot 3^8 \cdot 5^2 \cdot 7^{11}$ ,其最大的共分数是$2^3 \cdot 3^4 \cdot 5$,其最小的共乘法是什么?我有问题请帮我解决这个问题.我试图假设lcm是$x$=.然后,Gcd $\cdot x = 2^3  \cdot 3^4 \cdot 5x$.	prime-numbers,greatest-common-divisor,least-common-multiple
A.24	Is this the only way to evaluate $\sqrt{2i-1}?$	work out the $\sqrt{2i-1}?$ $2i-1=(a+bi)^2$ $a^2+2abi-b^2$ $a^2-b^2=-1$ $2ab=2$  $a^2=b^{-2}$ $b^{-2}-b^2=-1$ $-b^{4}+1=-1$ $b^4=2$ $b=\sqrt[4]{2}$ Can we solve $\sqrt{2i-1}$ in another way?	这是唯一的方法来评估$\sqrt{2i-1}?$	解决$\sqrt{2i-1}?$$2i-1=(a+bi)^2$$a^2+2abi-b^2$$a^2-b^2=-1$$2ab=2$$a^2=b^{-2}$$b^{-2}-b^2=-1$$-b^{4}+1=-1$$b^4=2$$\sqrt{2i-1}?$0我们可以用另一种方式解决$\sqrt{2i-1}?$1吗?	algebra-precalculus
A.25	What can be P(0), when $P(x^2+1)=(P(x))^2+1$ and P(x) is polynomial?	What can be $P(0)$, when $P(x^2+1)=(P(x))^2+1$ and $P(x)$ is polynomial? Let $P(0)=0$, then $P(1)=1$, $P(2)=2$, $P(5)=5$, $P(26)=26$, $P(677)=677$ ... and so on. Then $P(x)=x$, because all the points on $y=P(x)$ are $y=x$. If $P(0)=2$, then $P(x)=(x^2+1)^2+1$ for the same reason. But when $P(0)=3$, we have that $\lim_{x→∞}\log_xP(x)$ does not converge into an integer. So I think $P(x)$ cannot be a polynomial. Then what are the values of $P(0)$ that makes $P(x)$ polynomial?	当$P(x^2+1)=(P(x))^2+1$和P(x) 是多项时,P(0是什么?	如果$P(0)$是$P(0)$ ,那么$P(0)$4是因为同样的原因.但是当$P(0)$5,我们得到$P(0)$6不融合成一个整数.所以我认为$P(x)$不能是多项.那么$P(0)$的值是什么,使$P(x)$是多项?	polynomials
